psmiles,value
*CC(=O)OC(*)=S,6.7464
*CC(=S)c1ccc(C(*)=S)s1,4.932
*CC(=S)c1ccc(O*)s1,5.946
*CC(=S)c1ccc(C(*)=S)cc1,4.2727
*CC(=S)c1ccc(N*)cc1,5.6636
*CC(=S)c1ccc(O*)cc1,5.926
*CC(=S)CO*,5.5936
*CC(=S)C(=O)O*,6.5803
*CC(=S)NO*,5.6761
*CNc1ccc(-c2ccc(*)cc2)s1,5.4046
*CNc1ccc(C(*)=O)s1,5.431
*CNc1ccc(C(*)=S)s1,5.3497
*CNc1ccc(N*)s1,4.8739
*CNc1ccc(O*)s1,5.3042
*CNc1ccc(-c2ccc(*)s2)cc1,5.0179
*CNc1ccc(N*)cc1,4.6919
*CNc1ccc(O*)cc1,5.1109
*CNCc1ccc(*)s1,5.8087
*CNCc1ccc(*)cc1,6.259
*CNCC(*)=O,6.367
*CNCC(*)=S,6.0922
*CNCN*,6.0806
*CNCO*,6.4057
*CNC(=O)c1ccc(*)s1,6.3237
*CNC(=O)C(*)=S,7.0203
*CNC(=S)c1ccc(*)s1,5.8964
*CNC(=S)c1ccc(*)cc1,5.75
*CNC(=S)C(*)=O,6.3386
*CNC(=S)N*,5.6855
*CNC(=S)O*,6.2178
*CNOc1ccc(*)s1,5.578
*CNOc1ccc(*)cc1,5.7444
*CNOC(*)=S,6.7958
*CNON*,6.3414
*COc1ccc(-c2ccc(*)cc2)s1,5.3253
*COc1ccc(O*)s1,5.7358
*COc1ccc(O*)cc1,5.8209
*COC(=O)O*,8.8314
*COC(=S)O*,6.8707
*CONC(*)=O,7.3554
*CONO*,7.0389
*C(=O)c1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,5.3929
*C(=O)c1ccc(-c2ccc(C(*)=S)s2)s1,6.113
*Oc1ccc(-c2ccc(C(*)=O)s2)s1,5.5977
*C(=O)c1ccc(-c2ccc(-c3ccc(*)s3)cc2)s1,5.7571
*C(=O)c1ccc(-c2ccc(C(*)=S)cc2)s1,6.0589
*Oc1ccc(-c2ccc(C(*)=O)s2)cc1,5.7839
*C(=O)c1ccc(C(=O)c2ccc(*)s2)s1,7.0438
*C(=O)c1ccc(C(=O)C(*)=S)s1,6.8471
*OC(=O)c1ccc(C(*)=O)s1,7.3658
*OC(=S)c1ccc(C(*)=O)s1,6.7886
*C(=O)c1ccc(Oc2ccc(*)s2)s1,6.3539
*C(=O)c1ccc(OC(*)=S)s1,6.8199
*C(=O)c1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,5.8483
*Oc1ccc(-c2ccc(C(*)=O)cc2)s1,6.028
*C(=O)c1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,5.9803
*C(=O)c1ccc(-c2ccc(C(*)=S)cc2)cc1,6.1599
*C(=O)c1ccc(C(=O)c2ccc(*)s2)cc1,7.268
*C(=O)c1ccc(C(=O)c2ccc(*)cc2)cc1,6.4709
*C(=O)c1ccc(C(=O)C(*)=S)cc1,6.7765
*OC(=S)c1ccc(C(*)=O)cc1,6.7625
*C(=O)c1ccc(Oc2ccc(*)s2)cc1,6.1761
*C(=O)c1ccc(OC(*)=S)cc1,6.7719
*C(=O)Oc1ccc(C(*)=S)s1,6.6347
*Oc1ccc(OC(*)=O)s1,5.9838
*C(=O)Oc1ccc(C(*)=S)cc1,6.6755
*OC(=O)OC(*)=O,7.4502
*OC(=S)OC(*)=O,7.3548
*Nc1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,4.3058
*Cc1ccc(-c2ccc(N*)s2)s1,4.9311
*Nc1ccc(-c2ccc(C(*)=O)s2)s1,5.182
*Nc1ccc(-c2ccc(C(*)=S)s2)s1,5.3242
*Nc1ccc(-c2ccc(-c3ccc(*)s3)cc2)s1,4.3893
*Nc1ccc(-c2ccc(C(*)=S)cc2)s1,5.6909
*Nc1ccc(C(=O)c2ccc(*)s2)s1,5.2456
*Nc1ccc(C(=O)C(*)=S)s1,6.311
*Nc1ccc(C(=S)c2ccc(*)s2)s1,5.2424
*Nc1ccc(C(=S)c2ccc(*)cc2)s1,5.2303
*Nc1ccc(Nc2ccc(*)s2)s1,4.0261
*Nc1ccc(NC(*)=S)s1,5.1241
*Nc1ccc(Oc2ccc(*)s2)s1,5.4925
*Nc1ccc(OC(*)=S)s1,5.6596
*Nc1ccc(-c2ccc(-c3ccc(*)s3)s2)cc1,4.896
*Nc1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,4.4871
*Nc1ccc(-c2ccc(C(*)=S)s2)cc1,5.6224
*Nc1ccc(-c2ccc(-c3ccc(*)s3)cc2)cc1,4.5131
*Nc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,4.7817
*Cc1ccc(-c2ccc(N*)cc2)cc1,5.1363
*Nc1ccc(-c2ccc(C(*)=S)cc2)cc1,5.3872
*Nc1ccc(C(=O)c2ccc(*)s2)cc1,5.4547
*Nc1ccc(C(=O)C(*)=S)cc1,6.3689
*Nc1ccc(C(=O)O*)cc1,6.8988
*Nc1ccc(C(=S)c2ccc(*)cc2)cc1,5.3904
*Nc1ccc(Nc2ccc(*)s2)cc1,4.9639
*Nc1ccc(Oc2ccc(*)s2)cc1,5.3817
*Nc1ccc(Oc2ccc(*)cc2)cc1,4.8032
*Nc1ccc(OC(*)=S)cc1,5.9088
*NC(=O)c1ccc(-c2ccc(*)cc2)s1,5.5458
*NC(=O)c1ccc(C(*)=O)s1,7.093
*NC(=O)c1ccc(C(*)=S)s1,6.1268
*NC(=O)c1ccc(O*)s1,6.5697
*NC(=O)c1ccc(-c2ccc(*)s2)cc1,6.1434
*NC(=O)c1ccc(-c2ccc(*)cc2)cc1,5.7787
*NC(=O)c1ccc(C(*)=S)cc1,6.3279
*NC(=O)c1ccc(O*)cc1,6.7472
*NC(=O)C(=S)c1ccc(*)s1,6.6147
*NC(=O)C(=S)c1ccc(*)cc1,6.5245
*NC(=O)C(=S)C(*)=O,6.114
*NC(=O)C(=S)O*,7.7235
*NC(=O)Nc1ccc(*)s1,4.8361
*NC(=O)NC(*)=O,5.9087
*NC(=O)NC(*)=S,7.159
*NC(=O)NO*,7.4857
*NC(=O)Oc1ccc(*)s1,5.369
*NC(=O)Oc1ccc(*)cc1,5.9392
*NC(=O)OC(*)=S,7.661
*NC(=S)c1ccc(O*)s1,6.1012
*NC(=S)c1ccc(O*)cc1,5.884
*NC(=S)C(=O)O*,6.5527
*NC(=S)Nc1ccc(*)cc1,5.5113
*NC(=S)NC(*)=S,7.0636
*NC(=S)NO*,5.7438
*NC(=S)OC(*)=S,6.6502
*NOC(=O)O*,7.9654
*NOC(=S)O*,7.5682
*NC(=S)Nc1ccc(NC(=S)Nc2ccc(Oc3ccc(*)cc3)cc2)cc1,5.9845
*NC(=S)Nc1ccc(Cc2ccc(*)cc2)cc1,5.378
*CCOCCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1,5.1123
*NC(=O)OC(*)=O,8.2121
*OC(=O)C(=S)C(*)=O,7.4364
*OCCC(=O)CC(=O)Oc1ccc(*)cc1,6.7464
*CCOC(=S)NC(=S)c1ccc(N*)cc1,5.413
*CNCCCOCO*,6.3776
*CNCNC(=O)NC(=O)N*,6.2252
*CNC(=O)NCOCO*,7.215
*CNC(=O)ONC(=O)NO*,7.4526
*COCOCCCO*,7.1508
*CNCCNC(=O)OC*,6.3844
*C(=O)c1ccc(NC(=S)Oc2ccc(Nc3ccc(*)s3)s2)s1,5.4902
*NOC(=O)NCC(=O)NC(*)=O,8.0693
*NCCCNC(=O)NC(*)=O,6.8266
*Nc1ccc(NC(=O)NC(=O)NC(*)=O)s1,5.7225
*NCNC(=O)OC(=O)NC(*)=O,8.0251
*OCCCCONC(*)=O,6.4266
*Oc1ccc(C(=O)c2ccc(C(=O)NOC(*)=O)s2)cc1,7.1656
*c1ccc(C(F)(F)c2ccc(C(*)(F)F)s2)s1,6.7826
*C(=S)C(F)(F)c1ccc(C(*)(F)F)s1,6.9673
*OC(F)(F)c1ccc(C(*)(F)F)s1,7.2935
*c1ccc(C(F)(F)c2ccc(C(*)(F)F)cc2)s1,6.4074
*c1ccc(C(F)(F)c2ccc(C(*)(F)F)cc2)cc1,6.6407
*C(=S)C(F)(F)c1ccc(C(*)(F)F)cc1,6.9546
*OC(F)(F)c1ccc(C(*)(F)F)cc1,7.7355
*C(=S)c1ccc(C(F)(F)C(*)(F)F)s1,6.7085
*Oc1ccc(C(F)(F)C(*)(F)F)s1,6.8728
*c1ccc(-c2ccc(C(F)(F)C(*)(F)F)cc2)s1,6.0965
*c1ccc(-c2ccc(C(F)(F)C(*)(F)F)cc2)cc1,6.3228
*C(=S)c1ccc(C(F)(F)C(*)(F)F)cc1,6.6143
*Oc1ccc(C(F)(F)C(*)(F)F)cc1,6.9837
*c1ccc(CC(F)(F)C(*)(F)F)s1,6.8904
*c1ccc(CC(F)(F)C(*)(F)F)cc1,7.001
*C(=O)CC(F)(F)C(*)(F)F,7.9225
*C(=S)CC(F)(F)C(*)(F)F,6.438
*NCC(F)(F)C(*)(F)F,8.2676
*OCC(F)(F)C(*)(F)F,9.8385
*c1ccc(C(=O)C(F)(F)C(*)(F)F)s1,7.5565
*c1ccc(C(=O)C(F)(F)C(*)(F)F)cc1,7.7091
*C(=S)C(=O)C(F)(F)C(*)(F)F,7.0732
*OC(=S)C(F)(F)C(*)(F)F,7.093
*c1ccc(NC(F)(F)C(*)(F)F)s1,5.871
*c1ccc(NC(F)(F)C(*)(F)F)cc1,6.1304
*C(=O)NC(F)(F)C(*)(F)F,8.3456
*C(=S)NC(F)(F)C(*)(F)F,6.3593
*NOC(F)(F)C(*)(F)F,9.0368
*c1ccc(C(F)(F)CC(*)(F)F)s1,7.1393
*c1ccc(C(F)(F)CC(*)(F)F)cc1,7.0413
*C(=O)C(F)(F)CC(*)(F)F,8.1829
*C(=S)C(F)(F)CC(*)(F)F,7.4545
*NC(F)(F)CC(*)(F)F,8.5515
*OC(F)(F)CC(*)(F)F,9.6085
*C(=O)C(F)(F)C(=O)C(*)(F)F,7.3587
*OC(F)(F)C(=O)C(*)(F)F,8.7917
*OC(F)(F)C(=S)C(*)(F)F,7.385
*c1ccc(C(F)(F)NC(*)(F)F)s1,7.3853
*c1ccc(C(F)(F)NC(*)(F)F)cc1,7.2657
*C(=O)C(F)(F)NC(*)(F)F,8.5584
*C(=S)C(F)(F)NC(*)(F)F,7.8892
*NC(F)(F)NC(*)(F)F,8.5631
*OC(F)(F)NC(*)(F)F,9.067
*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)s4)s3)cc2)cc1,4.852
*C(=S)c1ccc(-c2ccc(-c3ccc(*)cc3)cc2)s1,5.7249
*c1ccc(C(=S)c2ccc(-c3ccc(*)s3)s2)cc1,5.643
*Cc1ccc(CO*)s1,6.0202
*C(=O)c1ccc(C(=S)c2ccc(*)s2)s1,6.205
*C(=O)c1ccc(-c2ccc(-c3ccc(*)s3)s2)cc1,5.5122
*C(=O)c1ccc(-c2ccc(C(*)=S)s2)cc1,6.162
*C(=O)c1ccc(-c2ccc(-c3ccc(*)s3)cc2)cc1,5.9085
*C(=O)c1ccc(C(=S)c2ccc(*)s2)cc1,6.3469
*C(=O)c1ccc(C(=S)c2ccc(*)cc2)cc1,5.8604
*Nc1ccc(C(=O)O*)s1,6.0364
*CCCCCCNC(=S)Nc1ccc(NC(=S)N*)cc1,5.4552
*NC(=O)NC(=O)c1ccc(C(=S)c2ccc(-c3ccc(*)s3)s2)s1,5.1795
*c1ccc(C(=S)c2ccc(C(=S)C(=O)Nc3ccc(-c4ccc(*)s4)cc3)s2)s1,5.6233
*OCC(=S)c1ccc(C(=S)Cc2ccc(-c3ccc(*)cc3)cc2)s1,5.9175
*NC(=O)c1ccc(NC(=S)c2ccc(Nc3ccc(*)cc3)cc2)s1,5.2813
*CCC(=O)OC(=O)Cc1ccc(-c2ccc(*)cc2)cc1,6.1951
*Nc1ccc(NC(=O)NONC(*)=O)s1,5.6948
*C(=S)C(=O)CCNc1ccc(C(=S)c2ccc(*)cc2)cc1,5.8838
*c1ccc(-c2ccc(C(F)(F)C(*)(F)F)s2)s1,5.8176
*OC(=O)C(F)(F)C(*)(F)F,9.0985
