psmiles,value
*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)s4)cc3)s2)cc1,2.0606
*C(=S)c1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,1.8996
*Oc1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,2.1724
*c1ccc(-c2ccc(C(=S)c3ccc(*)s3)s2)cc1,1.0659
*c1ccc(-c2ccc(Oc3ccc(*)s3)s2)cc1,2.1882
*C(=S)Oc1ccc(-c2ccc(*)cc2)s1,2.3094
*Oc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)s1,2.397
*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)s4)cc3)cc2)cc1,1.8601
*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)cc4)cc3)cc2)cc1,2.5835
*C(=S)c1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,1.6353
*Oc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,3.3861
*OC(=S)c1ccc(-c2ccc(*)cc2)cc1,2.8665
*C(=S)c1ccc(C(=S)c2ccc(*)cc2)s1,1.1979
*Oc1ccc(C(=S)c2ccc(*)cc2)s1,2.4038
*C(=S)c1ccc(C(=S)c2ccc(*)cc2)cc1,1.8035
*Oc1ccc(C(=S)c2ccc(*)cc2)cc1,1.7412
*C(=S)OC(=S)c1ccc(*)cc1,2.364
*Oc1ccc(Oc2ccc(*)cc2)s1,4.0372
*Oc1ccc(Oc2ccc(*)cc2)cc1,3.6966
*c1ccc(OC(=S)c2ccc(*)s2)cc1,2.0472
*OC(=S)Oc1ccc(*)cc1,3.9415
*Cc1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,2.1001
*Cc1ccc(-c2ccc(C(*)=S)s2)s1,1.7203
*Cc1ccc(-c2ccc(O*)s2)s1,2.9968
*Cc1ccc(-c2ccc(-c3ccc(*)s3)cc2)s1,2.512
*Cc1ccc(-c2ccc(C(*)=S)cc2)s1,1.9959
*Cc1ccc(-c2ccc(O*)cc2)s1,2.9246
*Cc1ccc(Cc2ccc(*)s2)s1,4.1954
*Cc1ccc(CC(*)=S)s1,2.5553
*Cc1ccc(C(=O)c2ccc(*)s2)s1,2.7131
*Cc1ccc(C(=O)C(*)=S)s1,2.693
*Cc1ccc(C(=O)O*)s1,3.78
*Cc1ccc(C(=S)c2ccc(*)s2)s1,2.2961
*Cc1ccc(C(=S)O*)s1,2.676
*Cc1ccc(Nc2ccc(*)s2)s1,3.6624
*Cc1ccc(NC(*)=S)s1,2.8469
*Cc1ccc(NO*)s1,3.8409
*Cc1ccc(Oc2ccc(*)s2)s1,4.26
*Cc1ccc(OC(*)=S)s1,3.0541
*Cc1ccc(-c2ccc(-c3ccc(*)s3)s2)cc1,2.8214
*Cc1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,2.7314
*Cc1ccc(-c2ccc(C(*)=S)s2)cc1,1.9323
*Cc1ccc(-c2ccc(-c3ccc(*)s3)cc2)cc1,2.8951
*Cc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,3.4166
*Cc1ccc(-c2ccc(C(*)=S)cc2)cc1,2.5561
*Cc1ccc(-c2ccc(O*)cc2)cc1,3.7323
*Cc1ccc(Cc2ccc(*)s2)cc1,4.0831
*Cc1ccc(Cc2ccc(*)cc2)cc1,4.2049
*Cc1ccc(CC(*)=S)cc1,2.9253
*Cc1ccc(C(=O)c2ccc(*)s2)cc1,3.4106
*Cc1ccc(C(=O)c2ccc(*)cc2)cc1,3.8451
*Cc1ccc(C(=O)C(*)=S)cc1,2.5816
*Cc1ccc(C(=S)c2ccc(*)s2)cc1,2.5143
*Cc1ccc(C(=S)c2ccc(*)cc2)cc1,2.3058
*Cc1ccc(C(=S)O*)cc1,3.1473
*Cc1ccc(Nc2ccc(*)s2)cc1,3.5013
*Cc1ccc(Nc2ccc(*)cc2)cc1,3.7655
*Cc1ccc(NC(*)=S)cc1,3.5265
*Cc1ccc(NO*)cc1,4.426
*Cc1ccc(Oc2ccc(*)s2)cc1,4.0475
*Cc1ccc(OC(*)=S)cc1,3.7121
*CCc1ccc(-c2ccc(*)s2)s1,2.7315
*CCc1ccc(C(*)=S)s1,2.295
*CCc1ccc(O*)s1,4.1608
*CCc1ccc(-c2ccc(*)s2)cc1,2.9495
*CCc1ccc(C(*)=S)cc1,2.7697
*CCc1ccc(O*)cc1,4.052
*CCCc1ccc(*)s1,4.2755
*CCCc1ccc(*)cc1,4.7657
*CCCC(*)=O,5.13
*CCCC(*)=S,2.9464
*CCC(=O)c1ccc(*)s1,3.1093
*CCC(=O)c1ccc(*)cc1,3.6964
*CCC(=O)C(*)=S,1.8131
*CCC(=S)O*,3.8308
*CCNc1ccc(*)s1,3.793
*CCNc1ccc(*)cc1,3.689
*CCNC(*)=S,3.6727
*CCON*,5.7904
*CC(=O)c1ccc(-c2ccc(*)s2)s1,2.3893
*CC(=O)c1ccc(-c2ccc(*)cc2)s1,2.5123
*CC(=O)c1ccc(C(*)=O)s1,2.9786
*CC(=O)c1ccc(C(*)=S)s1,2.3542
*CC(=O)c1ccc(O*)s1,3.1722
*CC(=O)c1ccc(-c2ccc(*)s2)cc1,2.5243
*CC(=O)c1ccc(-c2ccc(*)cc2)cc1,3.0649
*CC(=O)c1ccc(C(*)=O)cc1,2.9172
*CC(=O)c1ccc(C(*)=S)cc1,2.4669
*CC(=O)c1ccc(O*)cc1,3.8893
*CC(=O)Cc1ccc(*)s1,3.7852
*CC(=O)Cc1ccc(*)cc1,3.781
*CC(=O)CC(*)=O,4.6959
*CC(=O)CC(*)=S,3.1252
*CC(=O)CO*,4.6507
*CC(=O)C(=S)c1ccc(*)s1,2.1804
*CC(=O)C(=S)c1ccc(*)cc1,2.4428
*CC(=O)C(=S)C(*)=O,1.4812
*CC(=O)C(=S)O*,2.0217
*CC(=O)Nc1ccc(*)s1,3.9328
*CC(=O)Nc1ccc(*)cc1,3.7951
*CC(=O)NC(*)=O,4.8368
*CC(=O)NC(*)=S,3.0348
*CC(=O)Oc1ccc(*)s1,4.2025
*CC(=O)OC(*)=O,5.9215
*CC(=O)OC(*)=S,3.73
*CC(=S)c1ccc(C(*)=S)s1,1.6797
*CC(=S)c1ccc(O*)s1,1.6344
*CC(=S)c1ccc(C(*)=S)cc1,1.4834
*CC(=S)c1ccc(N*)cc1,2.1148
*CC(=S)c1ccc(O*)cc1,2.3706
*CC(=S)CC(*)=S,2.5638
*CC(=S)CO*,2.5314
*CC(=S)C(=O)C(*)=S,0.725
*CC(=S)C(=O)O*,2.0697
*CC(=S)NC(*)=S,1.7598
*CC(=S)NO*,3.2554
*CC(=S)OC(*)=S,2.7744
*CNc1ccc(-c2ccc(*)cc2)s1,3.3441
*CNc1ccc(C(*)=O)s1,2.5818
*CNc1ccc(C(*)=S)s1,1.6806
*CNc1ccc(N*)s1,3.5157
*CNc1ccc(O*)s1,3.6125
*CNc1ccc(-c2ccc(*)s2)cc1,3.1255
*CNc1ccc(C(*)=O)cc1,3.1969
*CNc1ccc(N*)cc1,3.4981
*CNc1ccc(O*)cc1,3.7495
*CNCc1ccc(*)s1,4.1265
*CNCc1ccc(*)cc1,4.4323
*CNCC(*)=O,3.6121
*CNCC(*)=S,2.6614
*CNCN*,6.2293
*CNCO*,6.9282
*CNC(=O)c1ccc(*)s1,3.849
*CNC(=O)C(*)=S,2.3654
*CNC(=S)c1ccc(*)s1,2.7289
*CNC(=S)c1ccc(*)cc1,3.1832
*CNC(=S)C(*)=O,2.1003
*CNC(=S)N*,3.9125
*CNC(=S)O*,4.2201
*CNOc1ccc(*)s1,4.0591
*CNOc1ccc(*)cc1,4.1647
*CNOC(*)=S,3.5947
*CNON*,4.8889
*COc1ccc(-c2ccc(*)cc2)s1,3.0939
*COc1ccc(O*)s1,4.3601
*COc1ccc(O*)cc1,4.685
*COC(=O)O*,7.1042
*COC(=S)O*,3.6556
*CONC(*)=O,5.5012
*CONO*,5.9349
*C(=O)c1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,1.2608
*C(=O)c1ccc(-c2ccc(C(*)=S)s2)s1,1.6466
*Oc1ccc(-c2ccc(C(*)=O)s2)s1,2.3145
*C(=O)c1ccc(-c2ccc(-c3ccc(*)s3)cc2)s1,1.5224
*C(=O)c1ccc(-c2ccc(C(*)=S)cc2)s1,1.9265
*Oc1ccc(-c2ccc(C(*)=O)s2)cc1,2.0204
*C(=O)c1ccc(C(=O)c2ccc(*)s2)s1,1.863
*C(=O)c1ccc(C(=O)C(*)=S)s1,1.1902
*OC(=O)c1ccc(C(*)=O)s1,3.202
*OC(=S)c1ccc(C(*)=O)s1,2.3663
*C(=O)c1ccc(Oc2ccc(*)s2)s1,2.4838
*C(=O)c1ccc(OC(*)=S)s1,1.6701
*C(=O)c1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,1.7624
*Oc1ccc(-c2ccc(C(*)=O)cc2)s1,2.7538
*C(=O)c1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,2.5479
*C(=O)c1ccc(-c2ccc(C(*)=S)cc2)cc1,2.0643
*C(=O)c1ccc(C(=O)c2ccc(*)s2)cc1,2.4807
*C(=O)c1ccc(C(=O)c2ccc(*)cc2)cc1,2.9556
*C(=O)c1ccc(C(=O)C(*)=S)cc1,1.6753
*OC(=S)c1ccc(C(*)=O)cc1,2.5144
*C(=O)c1ccc(Oc2ccc(*)s2)cc1,3.0776
*C(=O)c1ccc(OC(*)=S)cc1,2.0547
*C(=O)C(=S)OC(*)=S,1.4146
*C(=O)Oc1ccc(C(*)=S)s1,1.9856
*Oc1ccc(OC(*)=O)s1,3.6706
*C(=O)Oc1ccc(C(*)=S)cc1,2.3448
*OC(=O)OC(*)=O,5.926
*OC(=S)OC(*)=O,3.9378
*Nc1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,1.5003
*Cc1ccc(-c2ccc(N*)s2)s1,2.8559
*Nc1ccc(-c2ccc(C(*)=O)s2)s1,1.9451
*Nc1ccc(-c2ccc(C(*)=S)s2)s1,1.9074
*Nc1ccc(-c2ccc(-c3ccc(*)s3)cc2)s1,1.6397
*Nc1ccc(-c2ccc(C(*)=S)cc2)s1,2.3796
*Nc1ccc(C(=O)c2ccc(*)s2)s1,1.7108
*Nc1ccc(C(=O)C(*)=S)s1,1.4251
*Nc1ccc(C(=S)c2ccc(*)s2)s1,1.9993
*Nc1ccc(C(=S)c2ccc(*)cc2)s1,1.7781
*Nc1ccc(Nc2ccc(*)s2)s1,3.4208
*Nc1ccc(NC(*)=S)s1,2.1538
*Nc1ccc(Oc2ccc(*)s2)s1,3.9124
*Nc1ccc(OC(*)=S)s1,2.6588
*Nc1ccc(-c2ccc(-c3ccc(*)s3)s2)cc1,2.587
*Nc1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,1.8163
*Nc1ccc(-c2ccc(C(*)=S)s2)cc1,1.4764
*Nc1ccc(-c2ccc(-c3ccc(*)s3)cc2)cc1,1.8733
*Nc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,2.9094
*Cc1ccc(-c2ccc(N*)cc2)cc1,3.4971
*Nc1ccc(-c2ccc(C(*)=S)cc2)cc1,2.3255
*Nc1ccc(-c2ccc(O*)cc2)cc1,3.4585
*Nc1ccc(C(=O)c2ccc(*)s2)cc1,2.3459
*Nc1ccc(C(=O)C(*)=S)cc1,1.7009
*Nc1ccc(C(=O)O*)cc1,3.977
*Nc1ccc(C(=S)c2ccc(*)cc2)cc1,1.8785
*Nc1ccc(Nc2ccc(*)s2)cc1,2.8374
*Nc1ccc(NO*)cc1,3.6275
*Nc1ccc(Oc2ccc(*)s2)cc1,3.4138
*Nc1ccc(Oc2ccc(*)cc2)cc1,3.2074
*Nc1ccc(OC(*)=S)cc1,3.2479
*NC(=O)c1ccc(-c2ccc(*)cc2)s1,1.9448
*NC(=O)c1ccc(C(*)=O)s1,2.6812
*NC(=O)c1ccc(C(*)=S)s1,1.932
*NC(=O)c1ccc(O*)s1,3.0418
*NC(=O)c1ccc(-c2ccc(*)s2)cc1,1.9266
*NC(=O)c1ccc(-c2ccc(*)cc2)cc1,2.6675
*NC(=O)c1ccc(C(*)=S)cc1,2.4238
*NC(=O)c1ccc(O*)cc1,3.6086
