psmiles,value
*C(=O)c1ccc(C(=O)c2ccc(*)s2)s1,2.0879
*C(=O)c1ccc(C(=O)C(*)=S)s1,2.3542
*OC(=O)c1ccc(C(*)=O)s1,1.8811
*OC(=S)c1ccc(C(*)=O)s1,2.068
*C(=O)c1ccc(Oc2ccc(*)s2)s1,2.0427
*C(=O)c1ccc(OC(*)=S)s1,2.3124
*C(=O)c1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,2.2925
*Oc1ccc(-c2ccc(C(*)=O)cc2)s1,1.9796
*C(=O)c1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,2.0217
*C(=O)c1ccc(-c2ccc(C(*)=S)cc2)cc1,2.2139
*C(=O)c1ccc(C(=O)c2ccc(*)s2)cc1,2.003
*C(=O)c1ccc(C(=O)c2ccc(*)cc2)cc1,1.9846
*C(=O)c1ccc(C(=O)C(*)=S)cc1,2.0994
*OC(=S)c1ccc(C(*)=O)cc1,2.0397
*C(=O)c1ccc(Oc2ccc(*)s2)cc1,2.0027
*C(=O)c1ccc(OC(*)=S)cc1,2.0762
*C(=O)C(=S)OC(*)=S,2.3004
*C(=O)Oc1ccc(C(*)=S)s1,2.0962
*Oc1ccc(OC(*)=O)s1,1.8728
*C(=O)Oc1ccc(C(*)=S)cc1,2.0099
*OC(=O)OC(*)=O,1.5714
*OC(=S)OC(*)=O,1.7396
*Nc1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,2.5509
*Cc1ccc(-c2ccc(N*)s2)s1,1.9938
*Nc1ccc(-c2ccc(C(*)=O)s2)s1,2.393
*Nc1ccc(-c2ccc(C(*)=S)s2)s1,2.7581
*Nc1ccc(-c2ccc(-c3ccc(*)s3)cc2)s1,2.4847
*Nc1ccc(-c2ccc(C(*)=S)cc2)s1,2.2022
*Nc1ccc(C(=O)c2ccc(*)s2)s1,2.5062
*Nc1ccc(C(=O)C(*)=S)s1,2.5145
*Nc1ccc(C(=S)c2ccc(*)s2)s1,2.292
*Nc1ccc(C(=S)c2ccc(*)cc2)s1,2.2999
*Nc1ccc(Nc2ccc(*)s2)s1,1.9478
*Nc1ccc(NC(*)=S)s1,2.19
*Nc1ccc(Oc2ccc(*)s2)s1,1.9001
*Nc1ccc(OC(*)=S)s1,2.0409
*Nc1ccc(-c2ccc(-c3ccc(*)s3)s2)cc1,2.0981
*Nc1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,2.3449
*Nc1ccc(-c2ccc(C(*)=S)s2)cc1,2.4805
*Nc1ccc(-c2ccc(-c3ccc(*)s3)cc2)cc1,2.339
*Nc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,2.0006
*Cc1ccc(-c2ccc(N*)cc2)cc1,1.9585
*Nc1ccc(-c2ccc(C(*)=S)cc2)cc1,2.1003
*Nc1ccc(-c2ccc(O*)cc2)cc1,1.9841
*Nc1ccc(C(=O)c2ccc(*)s2)cc1,2.186
*Nc1ccc(C(=O)C(*)=S)cc1,2.2161
*Nc1ccc(C(=O)O*)cc1,1.8988
*Nc1ccc(C(=S)c2ccc(*)cc2)cc1,2.3239
*Nc1ccc(Nc2ccc(*)s2)cc1,1.9889
*Nc1ccc(NO*)cc1,1.8848
*Nc1ccc(Oc2ccc(*)s2)cc1,1.9073
*Nc1ccc(Oc2ccc(*)cc2)cc1,1.9297
*Nc1ccc(OC(*)=S)cc1,1.9514
*NC(=O)c1ccc(-c2ccc(*)cc2)s1,2.2535
*NC(=O)c1ccc(C(*)=O)s1,2.034
*NC(=O)c1ccc(C(*)=S)s1,2.2308
*NC(=O)c1ccc(O*)s1,1.969
*NC(=O)c1ccc(-c2ccc(*)s2)cc1,2.1305
*NC(=O)c1ccc(-c2ccc(*)cc2)cc1,2.0808
*NC(=O)c1ccc(C(*)=S)cc1,1.971
*NC(=O)c1ccc(O*)cc1,1.9128
*NC(=O)C(=S)c1ccc(*)s1,2.5744
*NC(=O)C(=S)c1ccc(*)cc1,2.1735
*NC(=O)C(=S)C(*)=O,2.263
*NC(=O)C(=S)O*,2.1173
*NC(=O)Nc1ccc(*)s1,2.0074
*NC(=O)Nc1ccc(*)cc1,1.9598
*NC(=O)NC(*)=O,1.8738
*NC(=O)NC(*)=S,2.102
*NC(=O)NO*,1.8753
*NC(=O)Oc1ccc(*)s1,1.9321
*NC(=O)Oc1ccc(*)cc1,1.8802
*NC(=O)OC(*)=S,1.9479
*NC(=S)c1ccc(C(*)=S)s1,2.3514
*NC(=S)c1ccc(O*)s1,2.1391
*NC(=S)c1ccc(O*)cc1,1.9858
*NC(=S)C(=O)O*,2.1342
*NC(=S)Nc1ccc(*)cc1,2.0938
*NC(=S)NC(*)=S,2.2528
*NC(=S)NO*,2.0671
*NC(=S)OC(*)=S,2.157
*NOc1ccc(O*)cc1,1.8691
*NOC(=O)O*,1.7479
*NOC(=S)O*,1.942
*NC(=S)Nc1ccc(NC(=S)Nc2ccc(Oc3ccc(*)cc3)cc2)cc1,2.0467
*NC(=S)Nc1ccc(NC(=S)Nc2ccc(Cc3ccc(*)cc3)cc2)cc1,1.9843
*NC(=S)Nc1ccc(Cc2ccc(*)cc2)cc1,1.8992
*CCOCCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1,1.7289
*C(=O)NC(=O)c1ccc(*)cc1,1.8899
*NC(=O)OC(*)=O,1.7525
*OCCC(=O)CC(=O)Oc1ccc(*)cc1,1.7251
*CCOC(=S)NC(=S)c1ccc(N*)cc1,2.0467
*CNCCCOCO*,1.6616
*CNCNC(=O)NC(=O)N*,1.6781
*CNC(=O)NCOCO*,1.6883
*CNC(=O)ONC(=O)NO*,1.7609
*COCOCCCO*,1.6589
*CNCCNC(=O)OC*,1.6706
*C(=O)c1ccc(NC(=S)Oc2ccc(Nc3ccc(*)s3)s2)s1,2.0222
*NOC(=O)NCC(=O)NC(*)=O,1.7831
*NCCCNC(=O)NC(*)=O,1.7499
*Nc1ccc(NC(=O)NC(=O)NC(*)=O)s1,1.9797
*NCNC(=O)OC(=O)NC(*)=O,1.7355
*OCCCCONC(*)=O,1.6747
*Oc1ccc(C(=O)c2ccc(C(=O)NOC(*)=O)s2)cc1,1.8941
*c1ccc(C(F)(F)c2ccc(C(*)(F)F)s2)s1,1.899
*C(=S)C(F)(F)c1ccc(C(*)(F)F)s1,1.8028
*OC(F)(F)c1ccc(C(*)(F)F)s1,1.7563
*c1ccc(C(F)(F)c2ccc(C(*)(F)F)cc2)s1,1.8167
*c1ccc(C(F)(F)c2ccc(C(*)(F)F)cc2)cc1,1.8364
*C(=S)C(F)(F)c1ccc(C(*)(F)F)cc1,1.8005
*OC(F)(F)c1ccc(C(*)(F)F)cc1,1.7269
*C(=S)c1ccc(C(F)(F)C(*)(F)F)s1,1.985
*Oc1ccc(C(F)(F)C(*)(F)F)s1,1.7924
*c1ccc(-c2ccc(C(F)(F)C(*)(F)F)cc2)s1,1.7814
*c1ccc(-c2ccc(C(F)(F)C(*)(F)F)cc2)cc1,1.9016
*C(=S)c1ccc(C(F)(F)C(*)(F)F)cc1,1.9682
*Oc1ccc(C(F)(F)C(*)(F)F)cc1,1.7437
*c1ccc(CC(F)(F)C(*)(F)F)s1,1.7679
*c1ccc(CC(F)(F)C(*)(F)F)cc1,1.7264
*C(=O)CC(F)(F)C(*)(F)F,1.6044
*C(=S)CC(F)(F)C(*)(F)F,1.767
*NCC(F)(F)C(*)(F)F,1.5942
*OCC(F)(F)C(*)(F)F,1.5633
*c1ccc(C(=O)C(F)(F)C(*)(F)F)s1,1.8316
*c1ccc(C(=O)C(F)(F)C(*)(F)F)cc1,1.8174
*C(=S)C(=O)C(F)(F)C(*)(F)F,1.9833
*OC(=S)C(F)(F)C(*)(F)F,1.7142
*c1ccc(NC(F)(F)C(*)(F)F)s1,1.862
*c1ccc(NC(F)(F)C(*)(F)F)cc1,1.7935
*C(=O)NC(F)(F)C(*)(F)F,1.642
*C(=S)NC(F)(F)C(*)(F)F,1.765
*NOC(F)(F)C(*)(F)F,1.6008
*c1ccc(C(F)(F)CC(*)(F)F)s1,1.7568
*c1ccc(C(F)(F)CC(*)(F)F)cc1,1.7249
*C(=O)C(F)(F)CC(*)(F)F,1.6107
*C(=S)C(F)(F)CC(*)(F)F,1.7605
*NC(F)(F)CC(*)(F)F,1.6205
*OC(F)(F)CC(*)(F)F,1.5813
*C(=O)C(F)(F)C(=O)C(*)(F)F,1.6328
*OC(F)(F)C(=O)C(*)(F)F,1.5807
*OC(F)(F)C(=S)C(*)(F)F,1.6753
*c1ccc(C(F)(F)NC(*)(F)F)s1,1.7771
*c1ccc(C(F)(F)NC(*)(F)F)cc1,1.7422
*C(=O)C(F)(F)NC(*)(F)F,1.6253
*C(=S)C(F)(F)NC(*)(F)F,1.7879
*NC(F)(F)NC(*)(F)F,1.6331
*OC(F)(F)NC(*)(F)F,1.5936
*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)s4)s3)cc2)cc1,2.646
*C(=S)c1ccc(-c2ccc(-c3ccc(*)cc3)cc2)s1,2.5024
*c1ccc(C(=S)c2ccc(-c3ccc(*)s3)s2)cc1,2.7768
*Cc1ccc(CO*)s1,1.8606
*C(=O)c1ccc(C(=S)c2ccc(*)s2)s1,2.2975
*C(=O)c1ccc(-c2ccc(-c3ccc(*)s3)s2)cc1,2.1519
*C(=O)c1ccc(-c2ccc(C(*)=S)s2)cc1,2.244
*C(=O)c1ccc(-c2ccc(-c3ccc(*)s3)cc2)cc1,2.3607
*C(=O)c1ccc(C(=S)c2ccc(*)s2)cc1,2.1236
*C(=O)c1ccc(C(=S)c2ccc(*)cc2)cc1,2.1209
*Nc1ccc(C(=O)O*)s1,2.0928
*CCCCCCNC(=S)Nc1ccc(NC(=S)N*)cc1,1.8822
*NC(=O)NC(=O)c1ccc(C(=S)c2ccc(-c3ccc(*)s3)s2)s1,2.2382
*c1ccc(C(=S)c2ccc(C(=S)C(=O)Nc3ccc(-c4ccc(*)s4)cc3)s2)s1,2.4376
*OCC(=S)c1ccc(C(=S)Cc2ccc(-c3ccc(*)cc3)cc2)s1,2.0738
*Nc1ccc(-c2ccc(C(=S)c3ccc(-c4ccc(Nc5ccc(*)cc5)s4)s3)s2)s1,2.4299
*NC(=O)c1ccc(NC(=S)c2ccc(Nc3ccc(*)cc3)cc2)s1,2.2302
*CCC(=O)OC(=O)Cc1ccc(-c2ccc(*)cc2)cc1,1.7345
*Nc1ccc(NC(=O)NONC(*)=O)s1,2.1192
*C(=S)C(=O)CCNc1ccc(C(=S)c2ccc(*)cc2)cc1,2.3328
*c1ccc(-c2ccc(C(F)(F)C(*)(F)F)s2)s1,1.9785
*OC(=O)C(F)(F)C(*)(F)F,1.5879
*c1ccc(C(F)(F)C(=O)C(*)(F)F)s1,1.8032
*c1ccc(C(F)(F)C(=O)C(*)(F)F)cc1,1.7375
*OC(F)(F)OC(*)(F)F,1.5596
