psmiles,value
*CC(*)c1cccs1,1.7879
*CC(*)OCCCl,6.0339
*CC(*)c1nc(C)nc(C)n1,5.2445
*CC(*)OC(=O)CCCCC,6.3448
*CC(OC)C1C(=O)OC(=O)C1*,5.9975
*CC(OC)C(C(=O)O)C(*)C(=O)O,6.3287
*CC(*)n1ccnc1,4.8897
*CC(*)C(=O)c1ccc(Br)cc1,1.5897
*CC(*)OC(=O)CC1CCCC1,6.5327
*CC(*)N1CCCC1=O,5.4797
*CC(*)C(=O)O,6.7889
*CC(*)C(=O)OCC,6.2551
*CC(*)C(=O)OC(C)C,6.4162
*CC(*)C(=O)OCC(C)C,6.1261
*CC(*)C(=O)OCCCCCCCCCCCCCC,6.5079
*CC(*)C(=O)OCC=C,6.066
*CC(*)C(=O)OCC(F)(F)F,6.7005
*CC(*)C(=O)OCC(F)(F)C(F)C(F)(F)F,6.8499
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)F,6.784
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.3101
*CC(*)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.2833
*CC(*)C(=O)OCCCOC,5.8538
*CC(*)C(=O)OCC(F)(F)C(F)(F)OC(F)(F)F,6.5517
*CC(*)(C)C(=O)OC,6.5972
*CC(*)(C)C(=O)OCC,6.4148
*CC(*)(C)C(=O)OCCCCCC,6.4509
*CC(*)(C)C(=O)Oc1ccccc1,5.2323
*CC(*)(C)C(=O)OCCc1ccccc1,5.7104
*CC(*)(C)C(=O)Oc1ccc2ccccc2c1,3.6336
*CC(*)(C)C(=O)OCCBr,5.9262
*CC(*)(C)C(=O)OCC(F)(F)F,6.5436
*CC(*)(C)C(=O)OCC(F)(F)C(F)F,6.3988
*CC(*)(C)C(=O)OC(C(F)(F)F)C(F)(F)F,6.0312
*CC(*)(C)C(=O)OC(F)(C(F)(F)F)C(F)(F)F,6.1534
*CC(*)(C)C(=O)OCCO,6.1908
*CC(*)(C)C(=O)OCCOCC,6.2857
*CC(*)(C)C(=O)OCC1CCCO1,5.5918
*CC(*)(Cl)C(=O)OC,5.8077
*CC(*)(Cl)C(=O)OCC,6.3834
*CC(*)C(N)=O,6.3386
*CC(*)C(=O)OC(CC)CC,6.4889
*CC(*)C(=O)OC1CCCCC1,6.0771
*CC(*)(C#N)C(=O)OC,6.7385
*CC(*)C(=O)OC(C)CC(C)C,6.3605
*CC(*)C(=O)OCCC#N,6.4368
*CC(*)C(=O)OCF,6.4866
*CC(*)C(=O)OCCCCSC,4.571
*CC(*)C(=O)OCCCSCC,4.5768
*CC(*)C(=O)OCCSCC#N,5.2595
*CC(*)C(=O)OCCCSCCC#N,5.408
*CC(*)C(=O)OCCCCCCSCC#N,5.2126
*CC(*)C(=O)Oc1cccc(C)c1,4.8262
*CC(*)C(=O)Oc1ccc(OC)cc1,4.4447
*CC(*)C(=O)Oc1ccc(C#N)cc1,4.6366
*CC(*)C(=O)NC(C)CC,5.3154
*CC(*)(C)C(=O)OCCOCCO,5.7449
*CC(*)(C)C(=O)OCCC#N,6.1882
*CC(*)(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)F,6.3477
*CC(*)(F)C(=O)OC,6.8022
*CC(*)(CF)C(=O)OC,6.854
*CC(*)C(=O)Oc1ccc(Cl)cc1,2.4559
*CC(*)C(=O)OCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,6.9089
*C1C(=O)N(C2CCCCC2)C(=O)C1*,5.1464
*CC(*)(C#N)C(=O)OCC,6.5171
*CC(*)C(=O)OCCO,6.417
*CC(*)(C)C(=O)OCCCCn1c2ccccc2c2ccccc21,3.7637
*CCC(C(=O)OC)C(*)C(=O)OC,6.6384
*CC(*)(C#N)C(=O)OCC(C)C,6.6162
*CC(*)(C#N)C(=O)OC(C)C,6.4883
*CC(*)(C#N)C(=O)OCCCCCCC,6.3455
*CC(*)(CO)C(=O)OCC,5.8505
*C1C(=O)OC(=O)C1*,6.3452
*CC(*)F,7.6225
*CC(*)Cl,7.0905
*CC(*)(F)F,7.1498
*CC(*)(Cl)Cl,5.4955
*C(F)C(*)(F)F,7.6787
*CCC=C(*)Cl,5.461
*CC(*)(F)C(F)(F)F,8.6147
*CC(*)C(F)(F)F,8.2263
*CC(*)Br,6.0567
*CCC(F)(F)C(*)(F)Cl,7.738
*CCC(F)(F)C(*)(F)F,8.6882
*CC(*)(Br)Br,5.2567
*CCCCCCCCC(Cl)C(*)Cl,6.9929
*CCCCCCCCCCC(Cl)C(*)Cl,7.2165
*CCCC(Cl)C(*)Cl,6.8622
*CC(F)(F)C(F)=C(*)Cl,4.8591
*C=C(F)C(F)(F)C*,5.7867
*C(F)(F)C1(F)C(F)(F)C(*)(F)C(F)(F)C(F)(Cl)C1(F)F,7.2365
*C(F)(F)C1(F)C(F)(F)C(*)(F)C1(F)F,7.1313
*C(F)(F)C1(F)C(F)(F)C(*)(F)C(F)(F)C1(F)F,7.2142
*C(Cl)=C(Cl)C(Cl)(Cl)C(*)(Cl)Cl,4.2472
*CCC(Cl)C(*)Cl,6.5471
*C=CC(C*)(C(F)(F)F)C(F)(F)F,6.1653
*CCC=C(*)C,5.3639
*C=CC(C)C*,5.7207
*CCC(C)=C(*)C,4.9429
*C=CC(C*)CC,5.4701
*C=CC(C*)CCC,5.7221
*C1C=CC(*)CC1,5.6051
*CC(*)=C,5.3034
*C=CC(C)C(*)C,5.2899
*C=CC(C)(C)C(*)(C)C,5.1816
*C=CC(C(=O)OC(C)C)C(*)C(=O)OC(C)C,5.3094
*C=CC(C)C(*)C(=O)OCCCC,5.2364
*CC(C)C=C(*)C,5.1994
*C=CC=CCC*,4.3008
*C1C=CC(*)C1,5.7164
*CO*,6.6048
*OC(*)C,6.9003
*OC(*)CC,6.1349
*OC(*)(C)C,6.2991
*OC(*)CCC,6.6355
*OC(*)CCC#N,6.5576
*OC(*)CCCC,6.6222
*OC(*)CCC(=O)OC,6.1873
*CCO*,5.5372
*CC(C)O*,5.7517
*CC(CCl)O*,6.3441
*CC(O*)C(F)(F)F,6.7566
*CC(CBr)O*,6.2128
*CC(CF)O*,6.1097
*CC(CC)O*,5.7746
*CC(C=C)O*,4.8923
*CC(COC)O*,5.5702
*CC(C)(C)O*,5.2445
*CC(C)(CCl)O*,5.7953
*CC(CCCC)O*,5.4348
*CC(O*)C(C)(C)C,5.5394
*CC(COCC)O*,5.5518
*CC(COCC=C)O*,5.2711
*CC(CC(C)(C)C)O*,5.3855
*CC(COCCCC)O*,5.3487
*CC(CCCCCC)O*,5.8686
*CC(COCCCCCC)O*,5.6762
*CC(O*)c1ccccc1,5.2866
*CC(COc1cccc(C)c1)O*,5.1113
*CC(COc1ccc(Cl)cc1)O*,4.8901
*CC(COc1c(Cl)cc(Cl)cc1Cl)O*,4.5851
*OC(C)C(*)C,5.7581
*OC(F)(F)C(*)(F)F,9.8627
*CCCO*,6.2459
*CC(C)(C)CO*,5.8123
*CC(CO)(CO)CO*,5.7959
*CC(CBr)(CBr)CO*,5.993
*CCCCO*,5.9284
*CCCCCCO*,6.1189
*CCCCCCCCO*,6.1709
*CCCCCCCCCO*,6.1351
*CCCCCCCCCCO*,6.2252
*CCCCCCCCCCCCO*,6.2452
*CC1(CO*)CCC(C)CC1,5.8565
*Oc1ccc(*)cc1,4.035
*Oc1cccc(*)c1,4.9932
*Oc1c(C)cc(*)cc1C,4.5265
*Oc1c(OC)cc(*)cc1OC,4.2534
*Oc1c(-c2ccccc2)cc(*)cc1-c1ccccc1,3.9085
*Oc1ccc(Cc2ccc(*)cc2)cc1,4.9481
*OC1C(C)(C)C(*)C1(C)C,5.3323
*CC1CCC(COCO*)CC1,6.4282
*CCOCO*,6.6358
*CCCCOCO*,6.4832
*CCCCCOCO*,6.5668
*CCCCCCOCO*,6.7419
*CCCCCCCCCOCO*,6.4692
*CCCCCCCCCCOCO*,6.4569
*CCCCCCCCCCCCCCOCO*,6.6169
*CCCCCCCCCCCCCCCCCCOCO*,6.7236
*CCCCCCOCCCCCCOCCCCCO*,5.9688
*CCCCCCCCCCOCCCCCCOCCCCCCO*,6.1402
*CCCCCCCCCCOCCCCCCCCCCOCCCCO*,6.1738
*CCCCCCCCCCOCCCCCCCCCCOCCCCCO*,5.9245
*CCCCCCCCCCOCCCCCCCCCCOCCCCCCO*,6.1357
*CCSSCCOCO*,5.3189
*CCSSCCO*,5.6114
*CCSSSSCCO*,4.5753
*Oc1ccc(Sc2ccc(*)cc2)cc1,4.5667
*Oc1ccc(SSCCCCSSc2ccc(*)cc2)cc1,4.3465
*Oc1ccc(SSCCSSc2ccc(*)cc2)cc1,4.0205
*Oc1ccc(SSCCCCCCCCCCSSc2ccc(*)cc2)cc1,4.369
*CCOCCOC(=O)CCCCCCCC(=O)O*,6.5091
*CCOCCOC(=O)CCCCCCCCC(=O)O*,6.493
*CCOCCOCCOC(=O)CCCCCCCCC(=O)O*,6.1436
*C(=O)OCCOC(=O)c1ccc(*)o1,4.3379
*CCOCCOC(=O)c1cccc(C(=O)O*)c1,4.8122
*Oc1ccc(C(=O)OCCOC(=O)c2ccc(*)cc2)cc1,3.8209
*CCOc1ccc(C(=O)OCCCCCCOC(=O)c2ccc(O*)cc2)cc1,4.6906
*CC(=O)NCCCCCCNC(=O)CO*,6.0674
*CCCC(=O)NCCCCCCNC(=O)CCCO*,5.652
*CCCCC(=O)NCCCCCCNC(=O)CCCCO*,5.8826
*CCCCCC(=O)NCCCCCCNC(=O)CCCCCO*,5.7609
*CCCCCCC(=O)NCCCCCCNC(=O)CCCCCCO*,5.7692
*CCCCCCCCC(=O)NCCCCCCNC(=O)CCCCCCCCO*,5.8982
*CCOCC(=O)NCCCCCCNC(=O)CO*,5.4615
*CCCNC(=O)CCCCC(=O)NCCCO*,5.8321
*CCCC(=O)NCCCCCOCCCCCNC(=O)CCCO*,5.8594
*CCCCCC(=O)NCCCCCOCCCCCNC(=O)CCCO*,5.841
*CCCCCCC(=O)NCCCCCOCCCCCNC(=O)CCCO*,5.944
*CCCCCCCCC(=O)NCCCCCOCCCCCNC(=O)CCCO*,5.9383
*CCCCCCCCCCC(=O)NCCCCCOCCCCCNC(=O)CCCO*,5.4741
*CCCCC(=O)NCCCCCOCCCCCNC(=O)CCCCO*,5.536
*CCCCCC(=O)NCCCCCOCCCCCNC(=O)CCCCO*,5.905
*CCCCCCC(=O)NCCCCCOCCCCCNC(=O)CCCCO*,5.8614
*CCCCCCCCC(=O)NCCCCCOCCCCCNC(=O)CCCCO*,5.8271
*CCCCCCCCCCC(=O)NCCCCCOCCCCCNC(=O)CCCCO*,5.6858
*CCCCCNC(=O)CCCCCCCCOCCCCCCCCC(=O)NCCCCCO*,5.9278
*CC(=O)NCCCCCCNC(=O)COc1ccc(O*)cc1,4.6023
*CCCCCC(=O)NCc1ccc(CNC(=O)CCCCCO*)cc1,5.243
*Oc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(*)cc3)c2)cc1,3.4563
*C(=O)COCC(=O)N1CCN(*)CC1,5.5847
*C(=O)COCCOCC(=O)N1CCN(*)CC1,5.6095
*C(=O)NCCCCCCNC(=O)c1ccc(*)o1,4.6438
*CCOCCOC(=O)NCCCCCCNC(=O)O*,6.0376
*CCOCCOCCOC(=O)NCCCCCCNC(=O)O*,6.2098
*CCC(=O)OC(=O)CCC1CCC(*)O1,5.5098
*CCC(=O)OC(=O)CCc1ccc(*)o1,4.5192
*CC(=O)OC(=O)c1cccc(O*)c1,4.4815
*CC(=O)OC(=O)c1ccc(O*)cc1Br,4.4665
*CC(=O)OC(=O)COc1cccc(O*)c1,4.3174
*CC(=O)OC(=O)COc1ccc(O*)cc1,4.4922
*Oc1ccc(C(=O)OC(=O)c2ccc(*)cc2)cc1,4.2788
*CCOc1ccc(C(=O)OC(=O)c2ccc(O*)cc2)cc1,4.4185
*CCCOc1ccc(C(=O)OC(=O)c2ccc(O*)cc2)cc1,4.317
*CCCCOc1ccc(C(=O)OC(=O)c2ccc(O*)cc2)cc1,4.2843
*CCCCCOc1ccc(C(=O)OC(=O)c2ccc(O*)cc2)cc1,4.4013
*CCCCCCOc1ccc(C(=O)OC(=O)c2ccc(O*)cc2)cc1,4.3827
*COCOc1ccc(C(=O)OC(=O)c2ccc(O*)cc2)cc1,4.4493
*CC(=O)OC(=O)COc1ccc(C(C)(C)c2ccc(O*)cc2)cc1,4.2779
*Oc1ccc(Oc2ccc(OC(*)=O)cc2)cc1,4.7541
*c1ccc(-c2ccc3nc(Oc4cc(-c5ccccc5)c5cc(*)ccc5n4)cc(-c4ccccc4)c3c2)cc1,3.4645
*c1ccc(-c2ccc(-c3ccc4nc(Oc5cc(-c6ccccc6)c6cc(*)ccc6n5)cc(-c5ccccc5)c4c3)cc2)cc1,3.3775
*c1ccc(Oc2ccc(-c3nc4ccc(-c5ccc6nc(*)c(-c7ccccc7)nc6c5)cc4nc3-c3ccccc3)cc2)cc1,2.9354
*Oc1ccc(S(=O)(=O)c2ccc(*)cc2)cc1,4.3172
*COC1CCC(O*)CC1,6.3134
*CCOCCOC(=O)C(=O)O*,5.9165
*CCOCCOC(=O)CC(=O)O*,6.2374
*CCOCCOC(=O)C(C)C(=O)O*,6.4398
*CCOCCOC(=O)C(CCC)C(=O)O*,6.4978
*CCOCCOC(=O)C(CCCCCCC)C(=O)O*,6.4036
*CCOCCOC(=O)CCC(=O)O*,6.5538
*CCOCCOC(=O)CCCC(=O)O*,6.4269
*CCOCCOC(=O)CCCCCC(=O)O*,6.5004
*CCOCCOC(=O)CCCCCCC(=O)O*,6.7743
*CCOCCOC(=O)CCCCCCCCCCCCCCCCC(=O)O*,6.2057
*c1ccc(Oc2ccc(-c3cnc4ccc(-c5ccc6nc(*)cnc6c5)cc4n3)cc2)cc1,3.1515
*c1ccc(-c2cnc3ccc(Oc4ccc5ncc(*)nc5c4)cc3n2)cc1,3.3633
*c1ccc(Oc2ccc(-c3cnc4ccc(-c5ccc6ncc(*)nc6c5)cc4n3)cc2)cc1,3.2298
*c1ccc(-c2cnc3cc(Oc4ccc5nc(*)cnc5c4)ccc3n2)cc1,3.3179
*c1ccc(Oc2ccc(-c3cnc4cc5nc(*)cnc5cc4n3)cc2)cc1,2.6218
*c1ccc(Oc2ccc(-c3nc4cc(-c5ccc6nc(-c7ccccc7)c(*)nc6c5)ccc4nc3-c3ccccc3)cc2)cc1,3.1231
*c1ccc(-c2nc3ccc(Oc4ccc5nc(*)c(-c6ccccc6)nc5c4)cc3nc2-c2ccccc2)cc1,3.199
*OC(F)(F)C(F)(F)C(F)(F)C(*)(F)F,9.0549
*CC(CCCCCCCCCC)O*,5.8339
*CCC(C)O*,6.0172
*CC(C)CO*,5.976
*CC(CC)(CCl)CO*,6.1616
*CC(COC(F)(C(F)(F)F)C(F)(F)F)O*,6.4208
*CC(O*)C1CC(F)(F)C1(F)F,6.5249
*CC1CC(*)OCO1,6.5995
*CC1CC(*)OC(C)O1,6.0468
*CC1CC(*)OC(CCC)O1,6.3958
*CC(O)COc1ccc(O*)cc1,4.7923
*Oc1ccc(CC(C#N)(C#N)Cc2ccc(*)cc2)cc1,4.9531
*CC(O)COc1ccc(C(C)(C)c2ccc(O*)c(Cl)c2)cc1Cl,4.6702
*CCOCCOCCOc1ccc(C=C(C)c2ccc(O*)cc2)cc1,3.8885
*OC1CCCCC1*,5.1513
*Oc1ccc(C(=O)OCCCOC(=O)c2ccc(*)cc2)cc1,4.6133
*Oc1ccc(C(=O)OCCCCOC(=O)c2ccc(*)cc2)cc1,4.5398
*CCC(=O)NCc1c(C)c(C)c(CNC(=O)CCO*)c(C)c1C,5.3036
*CCOCCOCCOCCOC(=O)NCCCCCCNC(=O)O*,6.0228
*CCOCCOCCOCCOCCOCCOC(=O)NCCCCCCNC(=O)O*,5.6975
*CC(C)(C)COC(=O)NCCOCCOCCNC(=O)O*,5.7915
*CCOC(=O)NCCCOCCCNC(=O)O*,6.238
*CCOC(=O)NCCOCCOCCNC(=O)O*,6.1403
*Oc1ccc(NC(=O)OCCOC(=O)Nc2ccc(*)cc2)cc1,4.8662
*CCCOCCOCCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1,5.0994
*CCCCCCCCc1nnc(*)o1,6.3765
*CCCCCCCCCCc1nnc(*)o1,6.3926
*c1ccc(Oc2ccc(-c3nnc(*)o3)cc2)cc1,3.7488
*c1ccc(-c2nnc(-c3cccc(-c4nnc(*)o4)c3)o2)cc1,3.4013
*CCCCCCCCc1nc2ccc(-c3ccc4nc(*)oc4c3)cc2o1,4.2242
*Oc1ccc(Oc2ccc(C(=O)c3ccc(*)cc3)cc2)cc1,3.9034
*Oc1ccc(C(C)(C)c2ccc(Oc3ccc(C(=O)c4ccc(*)cc4)cc3)cc2)cc1,3.8798
*Oc1c(-c2ccccc2)cc(*)cc1-c1cccc(C)c1,3.8976
*CCOCCOCCOC(=O)CSC(=O)Nc1ccc(C)c(NC(=O)SCC(=O)O*)c1,4.461
*CC(CC)(CC)CO*,5.586
*CCOCCOCCOCCOCCOc1ccc(C=C(C)c2ccc(O*)cc2)cc1,3.9391
*CC(O*)C(C)C,5.7752
*CC1(CO*)CC=CCC1,5.5732
*CC1CC1CO*,5.9176
*CCCCCCCCCCOc1cccc(OC(=O)c2ccc(C(=O)Oc3cccc(O*)c3)cc2)c1,3.4495
*CCCCCCCCCCCCCCCCCCCCOC(=O)COCC(=O)O*,6.3895
*CCOCCOCCOC(=O)CCCCC(=O)O*,6.384
*CCOCCOCCOC(=O)CCCCCCCC(=O)O*,6.3362
*CCOCCOCCOC(=O)c1cccc(C(=O)O*)c1,4.9478
*CCOCCOCCOC(=O)CC(=O)O*,5.6203
*CCOCCOCCOC(=O)C(=O)O*,4.4209
*CCOCCOCCOC(=O)CCCCCC(=O)O*,6.1082
*CCOCCOCCOC(=O)CCCCCCC(=O)O*,6.0293
*CCOCCOCCOC(=O)CCC(=O)O*,6.2323
*CCCNC(=O)CCCCCCCCC(=O)NCCCOCCO*,5.9244
*CCOC(=O)COCC(=O)O*,6.1826
*OC(C)COC(=O)COCC(*)=O,6.2412
*CCOC(=O)c1ccc(O*)c(Cl)c1,4.81
*CCOC(=O)c1ccc(O*)cc1Cl,4.6773
*CCOC(=O)c1ccc(O*)c(C)c1,4.4876
*CCOC(=O)c1ccc(O*)cc1C,4.5424
*c1ccc(-c2nc3cc4nc(*)oc4cc3o2)cc1,2.6504
*CCOCCOCCOC(=O)CCCCS(=O)(=O)CCCCC(=O)O*,6.1148
*CCOCC(=O)O*,5.8983
*CC(O)CO*,6.5192
*CCOCCOC(=O)c1ccc(Cc2ccc(C(=O)O*)cc2)cc1,4.5987
*CCOCCOC(=O)COCC(=O)O*,5.9381
*CCOCCOC(=O)CCCCS(=O)(=O)CCCCC(=O)O*,6.5167
*CCOCCOC(=O)CCCCSCCCCC(=O)O*,5.2898
*Oc1ccc(NC(=O)CCCCCCCCCCC(=O)Nc2ccc(*)cc2)cc1,4.4722
*c1ccc(-c2ccc(-c3cc(-c4ccc(Oc5ccc(-c6cc(*)nc7ccccc67)cc5)cc4)c4ccccc4n3)cc2)cc1,3.4086
*c1ccc(Oc2ccc(-c3nc4ccc(Oc5ccc6nc(*)c(-c7ccccc7)c(-c7ccccc7)c6c5)cc4c(-c4ccccc4)c3-c3ccccc3)cc2)cc1,3.2296
*c1ccc(-c2ccc(-c3nc4ccc(Oc5ccc6nc(*)c(-c7ccccc7)c(-c7ccccc7)c6c5)cc4c(-c4ccccc4)c3-c3ccccc3)cc2)cc1,3.3136
*CCOCCOCC#CC#CCOCCOCCOC(=O)NCCCCCCNC(=O)O*,4.9082
*CCCOC(=O)COCC(=O)O*,6.0368
*OC(C)CCOC(=O)COCC(*)=O,6.1998
*OC(F)(F)COC(=O)c1cccc(C(=O)OCC(*)(F)F)c1,4.7299
*Oc1cccc(C(=O)OCC(F)(F)C(F)(F)C(F)(F)COC(=O)c2cccc(*)c2)c1,4.5011
*Oc1ccc(Oc2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2)cc1,3.4373
*ON(C(F)(F)C(*)(F)F)C(F)(F)C(F)(F)Br,6.7014
*ON(C(F)(F)F)C(F)(F)C(*)(F)F,7.1742
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C4(c5ccc(*)cc5)CCCCC4)cc3)cc2)cc1,3.9696
*c1ccc(-c2ccc(-c3nc4cc(Oc5ccc6nc(-c7ccccc7)c(*)nc6c5)ccc4nc3-c3ccccc3)cc2)cc1,3.1965
*c1ccc(-c2nc3cc(Oc4ccc5nc(*)c(-c6ccccc6)nc5c4)ccc3nc2-c2ccccc2)cc1,3.1353
*c1ccc(Oc2ccc(-c3nc4cc(-c5ccc6nc(*)c(-c7ccccc7)nc6c5)ccc4nc3-c3ccccc3)cc2)cc1,2.9993
*c1ccc(-c2ccc(-c3cnc4cc(Oc5ccc6nc(*)cnc6c5)ccc4n3)cc2)cc1,3.0165
*c1ccc(Oc2ccc(-c3cnc4cc(-c5ccc6nc(*)cnc6c5)ccc4n3)cc2)cc1,3.1085
*c1ccc(Oc2ccc(-c3cnc4cc(Oc5ccc6nc(*)cnc6c5)ccc4n3)cc2)cc1,3.1068
*c1ccc(Oc2ccc(-c3cnc4cc5ncc(*)nc5cc4n3)cc2)cc1,2.782
*ON(C(F)(F)F)C(F)(Br)C(*)(F)F,6.3719
*ON(C(F)(F)F)C(F)(C(*)(F)F)C(F)(F)F,6.8426
*CC(CO*)C(C)(C)C,5.7599
*CC(C)(CC)CO*,5.6322
*CC(CO*)(COC=O)COC=O,6.4753
*c1ccc2oc(*)nc2c1,3.9774
*Oc1ccc(S(=O)(=O)c2ccc(-c3ccc(-c4ccc(S(=O)(=O)c5ccc(*)cc5)cc4)cc3)cc2)cc1,3.6921
*Oc1ccc(C(=O)c2cccc(C(=O)c3ccc(*)cc3)c2)cc1,3.9576
*Oc1ccc(Oc2ccc(C(=O)c3ccccc3-c3ccccc3C(=O)c3ccc(*)cc3)cc2)cc1,3.3644
*Oc1ccc(Oc2ccc(C(=O)c3cccc(-c4cccc(C(=O)c5ccc(*)cc5)c4)c3)cc2)cc1,3.724
*Oc1ccc(Oc2ccc(C(=O)c3ccc(*)cc3)cc2)cc1C,3.5517
*c1ccc(Oc2ccc(-c3nc4cc5sc(*)nc5cc4s3)cc2)cc1,3.2878
*CNC(=O)OCc1ccc(COCc2ccc(COC(=O)NCc3ccc(C(C)(C)c4ccc(*)o4)o3)o2)o1,4.4843
*COC(=O)NCc1ccc(CNC(=O)OCc2ccc(*)o2)o1,5.0674
*CNC(=O)OC(c1ccco1)C(OC(=O)NCc1ccc(C(C)(C)c2ccc(*)o2)o1)c1ccco1,4.7926
*c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(C(=O)c5ccc(Oc6ccc(-c7nc8ccccc8n7-c7ccc(-n8c(*)nc9ccccc98)cc7)cc6)cc5)cc4)cc3)cc2)cc1,3.2485
*C1(F)OC(C(F)(F)F)(C(F)(F)Cl)OC1(*)F,8.2297
*C1OC(C(F)(F)F)(C(F)(F)F)OC1(*)F,8.2782
*c1c(C)cc(Cc2cc(C)c(N3C(=O)c4ccc(Oc5cccc6c(Oc7ccc8c(c7)C(=O)N(*)C8=O)cccc56)cc4C3=O)c(C)c2)cc1C,3.4317
