psmiles,value
*C(=O)c1ccc(C(=O)c2ccc(*)s2)cc1,4.76
*C(=O)c1ccc(C(=O)c2ccc(*)cc2)cc1,4.54
*C(=O)c1ccc(C(=O)C(*)=S)cc1,5.0
*OC(=S)c1ccc(C(*)=O)cc1,5.24
*C(=O)c1ccc(Oc2ccc(*)s2)cc1,4.79
*C(=O)c1ccc(OC(*)=S)cc1,5.05
*C(=O)C(=S)OC(*)=S,6.46
*C(=O)Oc1ccc(C(*)=S)s1,5.33
*Oc1ccc(OC(*)=O)s1,4.26
*C(=O)Oc1ccc(C(*)=S)cc1,4.83
*OC(=O)OC(*)=O,4.67
*OC(=S)OC(*)=O,4.16
*Nc1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,7.17
*Cc1ccc(-c2ccc(N*)s2)s1,4.54
*Nc1ccc(-c2ccc(C(*)=O)s2)s1,7.09
*Nc1ccc(-c2ccc(C(*)=S)s2)s1,8.62
*Nc1ccc(-c2ccc(-c3ccc(*)s3)cc2)s1,6.83
*Nc1ccc(-c2ccc(C(*)=S)cc2)s1,5.47
*Nc1ccc(C(=O)c2ccc(*)s2)s1,8.01
*Nc1ccc(C(=O)C(*)=S)s1,7.64
*Nc1ccc(C(=S)c2ccc(*)s2)s1,6.36
*Nc1ccc(C(=S)c2ccc(*)cc2)s1,6.46
*Nc1ccc(Nc2ccc(*)s2)s1,4.34
*Nc1ccc(NC(*)=S)s1,5.78
*Nc1ccc(Oc2ccc(*)s2)s1,4.14
*Nc1ccc(OC(*)=S)s1,5.02
*Nc1ccc(-c2ccc(-c3ccc(*)s3)s2)cc1,4.74
*Nc1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,5.91
*Nc1ccc(-c2ccc(C(*)=S)s2)cc1,6.84
*Nc1ccc(-c2ccc(-c3ccc(*)s3)cc2)cc1,5.94
*Nc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,4.29
*Cc1ccc(-c2ccc(N*)cc2)cc1,4.35
*Nc1ccc(-c2ccc(C(*)=S)cc2)cc1,4.84
*Nc1ccc(-c2ccc(O*)cc2)cc1,4.41
*Nc1ccc(C(=O)c2ccc(*)s2)cc1,6.11
*Nc1ccc(C(=O)C(*)=S)cc1,5.95
*Nc1ccc(C(=O)O*)cc1,4.61
*Nc1ccc(C(=S)c2ccc(*)cc2)cc1,6.72
*Nc1ccc(Nc2ccc(*)s2)cc1,5.07
*Nc1ccc(NO*)cc1,4.2
*Nc1ccc(Oc2ccc(*)s2)cc1,4.14
*Nc1ccc(Oc2ccc(*)cc2)cc1,4.38
*Nc1ccc(OC(*)=S)cc1,4.5
*NC(=O)c1ccc(-c2ccc(*)cc2)s1,5.9
*NC(=O)c1ccc(C(*)=O)s1,5.39
*NC(=O)c1ccc(C(*)=S)s1,6.12
*NC(=O)c1ccc(O*)s1,4.85
*NC(=O)c1ccc(-c2ccc(*)s2)cc1,5.23
*NC(=O)c1ccc(-c2ccc(*)cc2)cc1,4.85
*NC(=O)c1ccc(C(*)=S)cc1,5.0
*NC(=O)c1ccc(O*)cc1,4.32
*NC(=O)C(=S)c1ccc(*)s1,8.51
*NC(=O)C(=S)c1ccc(*)cc1,5.85
*NC(=O)C(=S)C(*)=O,6.53
*NC(=O)C(=S)O*,6.14
*NC(=O)Nc1ccc(*)s1,4.94
*NC(=O)Nc1ccc(*)cc1,4.69
*NC(=O)NC(*)=O,5.39
*NC(=O)NC(*)=S,7.36
*NC(=O)NO*,5.14
*NC(=O)Oc1ccc(*)s1,4.64
*NC(=O)Oc1ccc(*)cc1,4.54
*NC(=O)OC(*)=S,5.76
*NC(=S)c1ccc(C(*)=S)s1,6.57
*NC(=S)c1ccc(O*)s1,5.61
*NC(=S)c1ccc(O*)cc1,4.57
*NC(=S)C(=O)O*,6.34
*NC(=S)Nc1ccc(*)cc1,5.66
*NC(=S)NC(*)=S,6.08
*NC(=S)NO*,6.07
*NC(=S)OC(*)=S,6.0
*NOc1ccc(O*)cc1,4.11
*NOC(=O)O*,4.3
*NOC(=S)O*,5.13
*NC(=S)Nc1ccc(NC(=S)Nc2ccc(Oc3ccc(*)cc3)cc2)cc1,5.43
*NC(=S)Nc1ccc(NC(=S)Nc2ccc(Cc3ccc(*)cc3)cc2)cc1,4.55
*NC(=S)Nc1ccc(Cc2ccc(*)cc2)cc1,4.19
*CCOCCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1,3.82
*C(=O)NC(=O)c1ccc(*)cc1,4.45
*NC(=O)OC(*)=O,5.35
*OCCC(=O)CC(=O)Oc1ccc(*)cc1,3.67
*CCOC(=S)NC(=S)c1ccc(N*)cc1,5.17
*CNCCCOCO*,3.54
*CNCNC(=O)NC(=O)N*,3.92
*CNC(=O)NCOCO*,4.22
*CNC(=O)ONC(=O)NO*,4.65
*COCOCCCO*,3.51
*CNCCNC(=O)OC*,3.67
*C(=O)c1ccc(NC(=S)Oc2ccc(Nc3ccc(*)s3)s2)s1,5.35
*NOC(=O)NCC(=O)NC(*)=O,5.02
*NCCCNC(=O)NC(*)=O,4.19
*Nc1ccc(NC(=O)NC(=O)NC(*)=O)s1,5.34
*NCNC(=O)OC(=O)NC(*)=O,4.67
*OCCCCONC(*)=O,3.69
*Oc1ccc(C(=O)c2ccc(C(=O)NOC(*)=O)s2)cc1,4.55
*c1ccc(C(F)(F)c2ccc(C(*)(F)F)s2)s1,4.41
*C(=S)C(F)(F)c1ccc(C(*)(F)F)s1,3.9
*OC(F)(F)c1ccc(C(*)(F)F)s1,3.93
*c1ccc(C(F)(F)c2ccc(C(*)(F)F)cc2)s1,4.0
*c1ccc(C(F)(F)c2ccc(C(*)(F)F)cc2)cc1,3.82
*C(=S)C(F)(F)c1ccc(C(*)(F)F)cc1,3.7
*OC(F)(F)c1ccc(C(*)(F)F)cc1,3.68
*C(=S)c1ccc(C(F)(F)C(*)(F)F)s1,4.44
*Oc1ccc(C(F)(F)C(*)(F)F)s1,3.9
*c1ccc(-c2ccc(C(F)(F)C(*)(F)F)cc2)s1,3.57
*c1ccc(-c2ccc(C(F)(F)C(*)(F)F)cc2)cc1,3.97
*C(=S)c1ccc(C(F)(F)C(*)(F)F)cc1,4.33
*Oc1ccc(C(F)(F)C(*)(F)F)cc1,3.63
*c1ccc(CC(F)(F)C(*)(F)F)s1,3.59
*c1ccc(CC(F)(F)C(*)(F)F)cc1,3.38
*C(=O)CC(F)(F)C(*)(F)F,3.37
*C(=S)CC(F)(F)C(*)(F)F,3.81
*NCC(F)(F)C(*)(F)F,4.32
*OCC(F)(F)C(*)(F)F,3.5
*c1ccc(C(=O)C(F)(F)C(*)(F)F)s1,3.93
*c1ccc(C(=O)C(F)(F)C(*)(F)F)cc1,3.85
*C(=S)C(=O)C(F)(F)C(*)(F)F,4.75
*OC(=S)C(F)(F)C(*)(F)F,3.68
*c1ccc(NC(F)(F)C(*)(F)F)s1,4.5
*c1ccc(NC(F)(F)C(*)(F)F)cc1,3.92
*C(=O)NC(F)(F)C(*)(F)F,3.53
*C(=S)NC(F)(F)C(*)(F)F,3.81
*NOC(F)(F)C(*)(F)F,3.73
*c1ccc(C(F)(F)CC(*)(F)F)s1,3.75
*c1ccc(C(F)(F)CC(*)(F)F)cc1,3.47
*C(=O)C(F)(F)CC(*)(F)F,3.64
*C(=S)C(F)(F)CC(*)(F)F,3.78
*NC(F)(F)CC(*)(F)F,3.9
*OC(F)(F)CC(*)(F)F,3.47
*C(=O)C(F)(F)C(=O)C(*)(F)F,3.77
*OC(F)(F)C(=O)C(*)(F)F,3.55
*OC(F)(F)C(=S)C(*)(F)F,3.6
*c1ccc(C(F)(F)NC(*)(F)F)s1,4.48
*c1ccc(C(F)(F)NC(*)(F)F)cc1,3.77
*C(=O)C(F)(F)NC(*)(F)F,4.75
*C(=S)C(F)(F)NC(*)(F)F,4.49
*NC(F)(F)NC(*)(F)F,4.43
*OC(F)(F)NC(*)(F)F,4.04
*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)s4)s3)cc2)cc1,7.13
*C(=S)c1ccc(-c2ccc(-c3ccc(*)cc3)cc2)s1,6.66
*c1ccc(C(=S)c2ccc(-c3ccc(*)s3)s2)cc1,8.4
*Cc1ccc(CO*)s1,4.0
*C(=O)c1ccc(C(=S)c2ccc(*)s2)s1,6.22
*C(=O)c1ccc(-c2ccc(-c3ccc(*)s3)s2)cc1,5.1
*C(=O)c1ccc(-c2ccc(C(*)=S)s2)cc1,5.75
*C(=O)c1ccc(-c2ccc(-c3ccc(*)s3)cc2)cc1,6.15
*C(=O)c1ccc(C(=S)c2ccc(*)s2)cc1,5.13
*C(=O)c1ccc(C(=S)c2ccc(*)cc2)cc1,4.98
*Nc1ccc(C(=O)O*)s1,6.18
*CCCCCCNC(=S)Nc1ccc(NC(=S)N*)cc1,4.17
*NC(=O)NC(=O)c1ccc(C(=S)c2ccc(-c3ccc(*)s3)s2)s1,6.31
*c1ccc(C(=S)c2ccc(C(=S)C(=O)Nc3ccc(-c4ccc(*)s4)cc3)s2)s1,7.03
*OCC(=S)c1ccc(C(=S)Cc2ccc(-c3ccc(*)cc3)cc2)s1,4.62
*Nc1ccc(-c2ccc(C(=S)c3ccc(-c4ccc(Nc5ccc(*)cc5)s4)s3)s2)s1,6.88
*NC(=O)c1ccc(NC(=S)c2ccc(Nc3ccc(*)cc3)cc2)s1,6.07
*CCC(=O)OC(=O)Cc1ccc(-c2ccc(*)cc2)cc1,3.47
*Nc1ccc(NC(=O)NONC(*)=O)s1,6.1
*C(=S)C(=O)CCNc1ccc(C(=S)c2ccc(*)cc2)cc1,6.47
*c1ccc(-c2ccc(C(F)(F)C(*)(F)F)s2)s1,4.36
*OC(=O)C(F)(F)C(*)(F)F,3.31
*c1ccc(C(F)(F)C(=O)C(*)(F)F)s1,4.05
*c1ccc(C(F)(F)C(=O)C(*)(F)F)cc1,3.57
*OC(F)(F)OC(*)(F)F,3.8
