psmiles,value
*C(=S)c1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,3.9365
*Oc1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,2.4093
*C(=S)Oc1ccc(-c2ccc(*)s2)s1,3.2944
*Oc1ccc(C(=S)c2ccc(*)s2)s1,3.4574
*C(=S)OC(=S)c1ccc(*)s1,4.0075
*Oc1ccc(Oc2ccc(*)s2)s1,1.3443
*OC(=S)Oc1ccc(*)s1,2.5249
*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)s4)s3)s2)cc1,2.752
*Oc1ccc(-c2ccc(-c3ccc(*)cc3)s2)s1,1.7103
*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)s4)cc3)s2)cc1,2.3385
*C(=S)c1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,3.3503
*Oc1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,1.8588
*c1ccc(-c2ccc(C(=S)c3ccc(*)s3)s2)cc1,3.6267
*c1ccc(-c2ccc(Oc3ccc(*)s3)s2)cc1,2.1082
*C(=S)Oc1ccc(-c2ccc(*)cc2)s1,2.8418
*Oc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)s1,1.897
*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)s4)cc3)cc2)cc1,2.2963
*C(=S)c1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,3.0264
*Oc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,1.6576
*OC(=S)c1ccc(-c2ccc(*)cc2)cc1,2.7321
*C(=S)c1ccc(C(=S)c2ccc(*)cc2)s1,4.1807
*Oc1ccc(C(=S)c2ccc(*)cc2)s1,3.2177
*C(=S)c1ccc(C(=S)c2ccc(*)cc2)cc1,2.9311
*Oc1ccc(C(=S)c2ccc(*)cc2)cc1,3.1315
*C(=S)OC(=S)c1ccc(*)cc1,3.7508
*Oc1ccc(Oc2ccc(*)cc2)s1,1.2264
*c1ccc(OC(=S)c2ccc(*)s2)cc1,3.1094
*OC(=S)Oc1ccc(*)cc1,1.8722
*Cc1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,2.0787
*Cc1ccc(-c2ccc(C(*)=S)s2)s1,3.2587
*Cc1ccc(-c2ccc(O*)s2)s1,1.7705
*Cc1ccc(-c2ccc(-c3ccc(*)s3)cc2)s1,1.9244
*Cc1ccc(-c2ccc(C(*)=S)cc2)s1,2.9754
*Cc1ccc(-c2ccc(O*)cc2)s1,1.4385
*Cc1ccc(Cc2ccc(*)s2)s1,1.174
*Cc1ccc(CC(*)=S)s1,2.588
*Cc1ccc(C(=O)c2ccc(*)s2)s1,2.8498
*Cc1ccc(C(=O)C(*)=S)s1,3.3428
*Cc1ccc(C(=O)O*)s1,2.358
*Cc1ccc(C(=S)c2ccc(*)s2)s1,3.3843
*Cc1ccc(C(=S)O*)s1,2.9654
*Cc1ccc(Nc2ccc(*)s2)s1,1.1194
*Cc1ccc(NC(*)=S)s1,2.0497
*Cc1ccc(NO*)s1,1.3873
*Cc1ccc(Oc2ccc(*)s2)s1,1.2199
*Cc1ccc(OC(*)=S)s1,2.3956
*Cc1ccc(-c2ccc(-c3ccc(*)s3)s2)cc1,1.9547
*Cc1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,1.8331
*Cc1ccc(-c2ccc(C(*)=S)s2)cc1,3.0651
*Cc1ccc(-c2ccc(-c3ccc(*)s3)cc2)cc1,1.812
*Cc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,1.7487
*Cc1ccc(-c2ccc(C(*)=S)cc2)cc1,2.7075
*Cc1ccc(Cc2ccc(*)s2)cc1,0.9966
*Cc1ccc(Cc2ccc(*)cc2)cc1,1.0649
*Cc1ccc(CC(*)=S)cc1,2.6743
*Cc1ccc(C(=O)c2ccc(*)s2)cc1,2.5375
*Cc1ccc(C(=O)c2ccc(*)cc2)cc1,2.314
*Cc1ccc(C(=O)C(*)=S)cc1,3.3639
*Cc1ccc(C(=S)c2ccc(*)s2)cc1,3.0211
*Cc1ccc(C(=S)c2ccc(*)cc2)cc1,2.874
*Cc1ccc(C(=S)O*)cc1,2.8319
*Cc1ccc(Nc2ccc(*)s2)cc1,0.9705
*Cc1ccc(Nc2ccc(*)cc2)cc1,0.9546
*Cc1ccc(NC(*)=S)cc1,2.0656
*Cc1ccc(NO*)cc1,0.7333
*Cc1ccc(Oc2ccc(*)s2)cc1,1.0627
*Cc1ccc(OC(*)=S)cc1,2.2773
*CCc1ccc(-c2ccc(*)s2)s1,1.9411
*CCc1ccc(C(*)=S)s1,3.3272
*CCc1ccc(O*)s1,0.6627
*CCc1ccc(-c2ccc(*)s2)cc1,1.6982
*CCc1ccc(C(*)=S)cc1,3.1161
*CCc1ccc(O*)cc1,0.7536
*CCCc1ccc(*)s1,0.9489
*CCCc1ccc(*)cc1,0.9937
*CCCC(*)=O,1.2346
*CCCC(*)=S,2.3997
*CCC(=O)c1ccc(*)s1,2.6933
*CCC(=O)c1ccc(*)cc1,2.3583
*CCC(=O)C(*)=S,3.1911
*CCC(=S)O*,2.069
*CCNc1ccc(*)s1,0.6915
*CCNc1ccc(*)cc1,0.6326
*CCNC(*)=S,1.6837
*CCON*,0.6058
*CC(=O)c1ccc(-c2ccc(*)s2)s1,2.8128
*CC(=O)c1ccc(-c2ccc(*)cc2)s1,2.6784
*CC(=O)c1ccc(C(*)=O)s1,3.1941
*CC(=O)c1ccc(C(*)=S)s1,3.6254
*CC(=O)c1ccc(O*)s1,2.4711
*CC(=O)c1ccc(-c2ccc(*)s2)cc1,2.4129
*CC(=O)c1ccc(-c2ccc(*)cc2)cc1,2.336
*CC(=O)c1ccc(C(*)=O)cc1,2.7979
*CC(=O)c1ccc(C(*)=S)cc1,3.7473
*CC(=O)c1ccc(O*)cc1,2.3793
*CC(=O)Cc1ccc(*)s1,1.6069
*CC(=O)Cc1ccc(*)cc1,1.8209
*CC(=O)CC(*)=O,1.5258
*CC(=O)CC(*)=S,3.0632
*CC(=O)CO*,1.6393
*CC(=O)C(=S)c1ccc(*)s1,3.7805
*CC(=O)C(=S)c1ccc(*)cc1,3.6382
*CC(=O)C(=S)C(*)=O,4.8698
*CC(=O)C(=S)O*,2.8847
*CC(=O)Nc1ccc(*)s1,1.3272
*CC(=O)Nc1ccc(*)cc1,1.369
*CC(=O)NC(*)=O,1.5835
*CC(=O)NC(*)=S,2.9562
*CC(=O)Oc1ccc(*)s1,1.4534
*CC(=O)OC(*)=O,2.2158
*CC(=O)OC(*)=S,3.1169
*CC(=S)c1ccc(C(*)=S)s1,2.8676
*CC(=S)c1ccc(O*)s1,3.131
*CC(=S)c1ccc(C(*)=S)cc1,2.9742
*CC(=S)c1ccc(N*)cc1,3.0309
*CC(=S)c1ccc(O*)cc1,3.1915
*CC(=S)CO*,2.5664
*CC(=S)C(=O)O*,3.8755
*CC(=S)NO*,2.2076
*CNc1ccc(-c2ccc(*)cc2)s1,1.6671
*CNc1ccc(C(*)=O)s1,2.2797
*CNc1ccc(C(*)=S)s1,2.9244
*CNc1ccc(N*)s1,0.5629
*CNc1ccc(O*)s1,0.8203
*CNc1ccc(-c2ccc(*)s2)cc1,1.292
*CNc1ccc(N*)cc1,0.54
*CNc1ccc(O*)cc1,0.7695
*CNCc1ccc(*)s1,1.1612
*CNCc1ccc(*)cc1,1.2974
*CNCC(*)=O,1.6269
*CNCC(*)=S,2.6857
*CNCN*,0.8689
*CNCO*,0.7624
*CNC(=O)c1ccc(*)s1,1.968
*CNC(=O)C(*)=S,4.0732
*CNC(=S)c1ccc(*)s1,2.3974
*CNC(=S)c1ccc(*)cc1,2.3012
*CNC(=S)C(*)=O,3.7481
*CNC(=S)N*,1.4813
*CNC(=S)O*,1.5976
*CNOc1ccc(*)s1,1.0659
*CNOc1ccc(*)cc1,0.891
*CNOC(*)=S,2.5
*CNON*,0.9652
*COc1ccc(-c2ccc(*)cc2)s1,1.6377
*COc1ccc(O*)s1,0.8857
*COc1ccc(O*)cc1,0.9466
*COC(=O)O*,0.7529
*COC(=S)O*,2.0771
*CONC(*)=O,1.2523
*CONO*,0.421
*C(=O)c1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,3.453
*C(=O)c1ccc(-c2ccc(C(*)=S)s2)s1,4.1032
*Oc1ccc(-c2ccc(C(*)=O)s2)s1,2.952
*C(=O)c1ccc(-c2ccc(-c3ccc(*)s3)cc2)s1,3.2278
*C(=O)c1ccc(-c2ccc(C(*)=S)cc2)s1,3.7335
*Oc1ccc(-c2ccc(C(*)=O)s2)cc1,2.9075
*C(=O)c1ccc(C(=O)c2ccc(*)s2)s1,4.0693
*C(=O)c1ccc(C(=O)C(*)=S)s1,4.6396
*OC(=O)c1ccc(C(*)=O)s1,3.3779
*OC(=S)c1ccc(C(*)=O)s1,4.037
*C(=O)c1ccc(Oc2ccc(*)s2)s1,2.882
*C(=O)c1ccc(OC(*)=S)s1,3.2522
*C(=O)c1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,2.8757
*Oc1ccc(-c2ccc(C(*)=O)cc2)s1,2.3086
*C(=O)c1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,2.6442
*C(=O)c1ccc(-c2ccc(C(*)=S)cc2)cc1,3.6994
*C(=O)c1ccc(C(=O)c2ccc(*)s2)cc1,3.6543
*C(=O)c1ccc(C(=O)c2ccc(*)cc2)cc1,2.1866
*C(=O)c1ccc(C(=O)C(*)=S)cc1,3.783
*OC(=S)c1ccc(C(*)=O)cc1,3.4955
*C(=O)c1ccc(Oc2ccc(*)s2)cc1,2.5289
*C(=O)c1ccc(OC(*)=S)cc1,3.2631
*C(=O)Oc1ccc(C(*)=S)s1,3.8482
*Oc1ccc(OC(*)=O)s1,1.7594
*C(=O)Oc1ccc(C(*)=S)cc1,3.6938
*OC(=O)OC(*)=O,2.3361
*OC(=S)OC(*)=O,3.1486
*Nc1ccc(-c2ccc(-c3ccc(*)s3)s2)s1,2.2798
*Cc1ccc(-c2ccc(N*)s2)s1,1.6017
*Nc1ccc(-c2ccc(C(*)=O)s2)s1,2.9191
*Nc1ccc(-c2ccc(C(*)=S)s2)s1,3.3026
*Nc1ccc(-c2ccc(-c3ccc(*)s3)cc2)s1,2.0751
*Nc1ccc(-c2ccc(C(*)=S)cc2)s1,2.3374
*Nc1ccc(C(=O)c2ccc(*)s2)s1,3.0129
*Nc1ccc(C(=O)C(*)=S)s1,4.1937
*Nc1ccc(C(=S)c2ccc(*)s2)s1,3.5786
*Nc1ccc(C(=S)c2ccc(*)cc2)s1,2.9139
*Nc1ccc(Nc2ccc(*)s2)s1,1.4393
*Nc1ccc(NC(*)=S)s1,2.2133
*Nc1ccc(Oc2ccc(*)s2)s1,1.1067
*Nc1ccc(OC(*)=S)s1,2.3032
*Nc1ccc(-c2ccc(-c3ccc(*)s3)s2)cc1,1.6696
*Nc1ccc(-c2ccc(-c3ccc(*)cc3)s2)cc1,1.9491
*Nc1ccc(-c2ccc(C(*)=S)s2)cc1,3.1722
*Nc1ccc(-c2ccc(-c3ccc(*)s3)cc2)cc1,1.8885
*Nc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,1.5312
*Cc1ccc(-c2ccc(N*)cc2)cc1,1.1363
*Nc1ccc(-c2ccc(C(*)=S)cc2)cc1,2.5787
*Nc1ccc(C(=O)c2ccc(*)s2)cc1,2.4618
*Nc1ccc(C(=O)C(*)=S)cc1,4.0513
*Nc1ccc(C(=O)O*)cc1,2.5642
*Nc1ccc(C(=S)c2ccc(*)cc2)cc1,3.0683
*Nc1ccc(Nc2ccc(*)s2)cc1,1.0698
*Nc1ccc(Oc2ccc(*)s2)cc1,1.1598
*Nc1ccc(Oc2ccc(*)cc2)cc1,1.1501
*Nc1ccc(OC(*)=S)cc1,2.1606
*NC(=O)c1ccc(-c2ccc(*)cc2)s1,2.6235
*NC(=O)c1ccc(C(*)=O)s1,3.408
*NC(=O)c1ccc(C(*)=S)s1,3.7504
*NC(=O)c1ccc(O*)s1,2.2174
*NC(=O)c1ccc(-c2ccc(*)s2)cc1,2.1302
*NC(=O)c1ccc(-c2ccc(*)cc2)cc1,2.3815
*NC(=O)c1ccc(C(*)=S)cc1,3.4516
*NC(=O)c1ccc(O*)cc1,2.0709
*NC(=O)C(=S)c1ccc(*)s1,3.9034
*NC(=O)C(=S)c1ccc(*)cc1,3.6154
*NC(=O)C(=S)C(*)=O,5.1781
*NC(=O)C(=S)O*,4.3681
*NC(=O)Nc1ccc(*)s1,1.6045
*NC(=O)NC(*)=O,2.041
*NC(=O)NC(*)=S,3.7029
*NC(=O)NO*,1.9635
*NC(=O)Oc1ccc(*)s1,1.551
*NC(=O)Oc1ccc(*)cc1,1.3447
*NC(=O)OC(*)=S,3.7701
*NC(=S)c1ccc(O*)s1,2.8874
*NC(=S)c1ccc(O*)cc1,2.5935
*NC(=S)C(=O)O*,4.0646
*NC(=S)Nc1ccc(*)cc1,2.0356
*NC(=S)NC(*)=S,4.2115
*NC(=S)NO*,2.2894
*NC(=S)OC(*)=S,4.0637
*NOC(=O)O*,1.6985
*NOC(=S)O*,2.7178
*NC(=S)Nc1ccc(NC(=S)Nc2ccc(Oc3ccc(*)cc3)cc2)cc1,2.2298
*NC(=S)Nc1ccc(Cc2ccc(*)cc2)cc1,1.379
*CCOCCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1,0.755
*NC(=O)OC(*)=O,2.561
*OC(=O)C(=S)C(*)=O,5.1004
*OCCC(=O)CC(=O)Oc1ccc(*)cc1,2.0323
*CCOC(=S)NC(=S)c1ccc(N*)cc1,2.6209
*CNCCCOCO*,0.6155
*CNCNC(=O)NC(=O)N*,0.7092
*CNC(=O)NCOCO*,0.7808
*CNC(=O)ONC(=O)NO*,1.4002
*COCOCCCO*,0.6927
*CNCCNC(=O)OC*,0.5903
*C(=O)c1ccc(NC(=S)Oc2ccc(Nc3ccc(*)s3)s2)s1,2.7059
*NOC(=O)NCC(=O)NC(*)=O,2.0185
*NCCCNC(=O)NC(*)=O,0.6578
*Nc1ccc(NC(=O)NC(=O)NC(*)=O)s1,1.5146
*NCNC(=O)OC(=O)NC(*)=O,1.6859
*Oc1ccc(C(=O)c2ccc(C(=O)NOC(*)=O)s2)cc1,3.5136
*c1ccc(C(F)(F)c2ccc(C(*)(F)F)s2)s1,2.5399
*C(=S)C(F)(F)c1ccc(C(*)(F)F)s1,4.1531
*OC(F)(F)c1ccc(C(*)(F)F)s1,2.3901
*c1ccc(C(F)(F)c2ccc(C(*)(F)F)cc2)s1,2.9023
*c1ccc(C(F)(F)c2ccc(C(*)(F)F)cc2)cc1,2.0599
*C(=S)C(F)(F)c1ccc(C(*)(F)F)cc1,4.0037
*OC(F)(F)c1ccc(C(*)(F)F)cc1,2.1427
*C(=S)c1ccc(C(F)(F)C(*)(F)F)s1,4.1828
*Oc1ccc(C(F)(F)C(*)(F)F)s1,1.9642
*c1ccc(-c2ccc(C(F)(F)C(*)(F)F)cc2)s1,2.4773
*c1ccc(-c2ccc(C(F)(F)C(*)(F)F)cc2)cc1,2.3351
*C(=S)c1ccc(C(F)(F)C(*)(F)F)cc1,3.9184
*Oc1ccc(C(F)(F)C(*)(F)F)cc1,1.7411
*c1ccc(CC(F)(F)C(*)(F)F)s1,1.8781
*c1ccc(CC(F)(F)C(*)(F)F)cc1,1.7485
*C(=O)CC(F)(F)C(*)(F)F,2.8445
*C(=S)CC(F)(F)C(*)(F)F,3.5657
*NCC(F)(F)C(*)(F)F,0.6587
*OCC(F)(F)C(*)(F)F,0.6148
*c1ccc(C(=O)C(F)(F)C(*)(F)F)s1,3.7613
*c1ccc(C(=O)C(F)(F)C(*)(F)F)cc1,3.4595
*C(=S)C(=O)C(F)(F)C(*)(F)F,5.1438
*OC(=S)C(F)(F)C(*)(F)F,3.6605
*c1ccc(NC(F)(F)C(*)(F)F)s1,1.8646
*c1ccc(NC(F)(F)C(*)(F)F)cc1,1.524
*C(=O)NC(F)(F)C(*)(F)F,2.4953
*C(=S)NC(F)(F)C(*)(F)F,3.1022
*NOC(F)(F)C(*)(F)F,0.9509
*c1ccc(C(F)(F)CC(*)(F)F)s1,2.025
*c1ccc(C(F)(F)CC(*)(F)F)cc1,1.9565
*C(=O)C(F)(F)CC(*)(F)F,3.352
*C(=S)C(F)(F)CC(*)(F)F,4.3183
*NC(F)(F)CC(*)(F)F,1.3115
*OC(F)(F)CC(*)(F)F,0.7292
*C(=O)C(F)(F)C(=O)C(*)(F)F,4.1382
*OC(F)(F)C(=O)C(*)(F)F,3.6501
*OC(F)(F)C(=S)C(*)(F)F,4.3264
*c1ccc(C(F)(F)NC(*)(F)F)s1,2.4083
*c1ccc(C(F)(F)NC(*)(F)F)cc1,2.1641
*C(=O)C(F)(F)NC(*)(F)F,3.7985
*C(=S)C(F)(F)NC(*)(F)F,4.6097
*NC(F)(F)NC(*)(F)F,1.6576
*OC(F)(F)NC(*)(F)F,0.9184
*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)s4)s3)cc2)cc1,2.6224
*C(=S)c1ccc(-c2ccc(-c3ccc(*)cc3)cc2)s1,3.3959
*c1ccc(C(=S)c2ccc(-c3ccc(*)s3)s2)cc1,3.54
*Cc1ccc(CO*)s1,1.4146
*C(=O)c1ccc(C(=S)c2ccc(*)s2)s1,4.1286
*C(=O)c1ccc(-c2ccc(-c3ccc(*)s3)s2)cc1,2.775
*C(=O)c1ccc(-c2ccc(C(*)=S)s2)cc1,3.8058
*C(=O)c1ccc(-c2ccc(-c3ccc(*)s3)cc2)cc1,3.0595
*C(=O)c1ccc(C(=S)c2ccc(*)s2)cc1,3.9759
*C(=O)c1ccc(C(=S)c2ccc(*)cc2)cc1,2.9183
*Nc1ccc(C(=O)O*)s1,2.6486
*CCCCCCNC(=S)Nc1ccc(NC(=S)N*)cc1,1.6869
*NC(=O)NC(=O)c1ccc(C(=S)c2ccc(-c3ccc(*)s3)s2)s1,2.9241
*c1ccc(C(=S)c2ccc(C(=S)C(=O)Nc3ccc(-c4ccc(*)s4)cc3)s2)s1,3.9089
*OCC(=S)c1ccc(C(=S)Cc2ccc(-c3ccc(*)cc3)cc2)s1,3.7067
*NC(=O)c1ccc(NC(=S)c2ccc(Nc3ccc(*)cc3)cc2)s1,2.5831
*CCC(=O)OC(=O)Cc1ccc(-c2ccc(*)cc2)cc1,1.5387
*Nc1ccc(NC(=O)NONC(*)=O)s1,1.3385
*C(=S)C(=O)CCNc1ccc(C(=S)c2ccc(*)cc2)cc1,3.8901
*c1ccc(-c2ccc(C(F)(F)C(*)(F)F)s2)s1,2.7568
*OC(=O)C(F)(F)C(*)(F)F,2.9195
